matchid  teamid     passes  bad_passes  pass_ratio   corners     fouls  cards  goals     shots  is_home                team_name   pass_80   pass_70  expected_goals  on_target  length  op_teamid  op_passes  op_bad_passes  op_pass_ratio  op_corners  op_fouls  op_cards  op_goals  op_shots             op_team_name  op_pass_80  op_pass_70  op_expected_goals  op_on_target  competitionid  seasonid  shots_op_ratio  goals_op_ratio  pass_op_ratio  points      timestamp
80    731807     497   2.795699    0.827957    0.769231  0.010753  0.182796      0      3  0.172043        0              Switzerland  0.139785  0.451613        3.075431   0.107527      93        847   4.815217       1.054348       0.818854    0.086957  0.184783         1         0  0.130435                 Honduras    0.195652    0.489130           0.803051      0.032609              4      2013        1.318996        3.000000       0.939399       3  1403736730414
81    731807     847   4.815217    1.054348    0.818854  0.086957  0.184783      1      0  0.130435        1                 Honduras  0.195652  0.489130        0.803051   0.032609      92        497   2.795699       0.827957       0.769231    0.010753  0.182796         0         3  0.172043              Switzerland    0.139785    0.451613           3.075431      0.107527              4      2013        0.758152        0.000000       1.064510       0  1403736728625
82    731809    1216   3.075269    0.860215    0.779292  0.043011  0.053763      2      2  0.129032        1                  Nigeria  0.107527  0.408602        0.756959   0.032258      93        632   5.064516       1.021505       0.830688    0.129032  0.172043         0         3  0.193548                Argentina    0.225806    0.645161           2.673774      0.118280              4      2013        0.666667        0.666667       0.938128       0  1403722487565
83    731809     632   5.064516    1.021505    0.830688  0.129032  0.172043      0      3  0.193548        0                Argentina  0.225806  0.645161        2.673774   0.118280      93       1216   3.075269       0.860215       0.779292    0.043011  0.053763         2         2  0.129032                  Nigeria    0.107527    0.408602           0.756959      0.032258              4      2013        1.500000        1.500000       1.065953       3  1403722477421
84    731810    1042   2.608696    1.043478    0.712166  0.054348  0.217391      1      1  0.076087        0                     Iran  0.195652  0.434783        0.640124   0.021739      92        537   5.663043       0.967391       0.852700    0.065217  0.184783         1         3  0.130435   Bosnia and Herzegovina    0.184783    0.489130           1.301106      0.054348              4      2013        0.583333        0.333333       0.835189       0  1403722403693
85    731810     537   5.663043    0.967391    0.852700  0.065217  0.184783      1      3  0.130435        1   Bosnia and Herzegovina  0.184783  0.489130        1.301106   0.054348      92       1042   2.608696       1.043478       0.712166    0.054348  0.217391         1         1  0.076087                     Iran    0.195652    0.434783           0.640124      0.021739              4      2013        1.714286        3.000000       1.197334       3  1403722400744
86    731804    1221   3.731183    0.784946    0.824228  0.075269  0.129032      3      1  0.139785        0            Côte d'Ivoire  0.161290  0.397849        1.235647   0.043011      93        517   2.849462       0.860215       0.765896    0.043011  0.247312         0         2  0.139785                   Greece    0.139785    0.397849           1.205457      0.053763              4      2013        1.000000        0.500000       1.076162       0  1403650547967
87    731804     517   2.849462    0.860215    0.765896  0.043011  0.247312      0      2  0.139785        1                   Greece  0.139785  0.397849        1.205457   0.053763      93       1221   3.731183       0.784946       0.824228    0.075269  0.129032         3         1  0.139785            Côte d'Ivoire    0.161290    0.397849           1.235647      0.043011              4      2013        1.000000        2.000000       0.929228       3  1403650546127
88    731803    1266   4.182796    1.139785    0.784274  0.096774  0.193548      1      1  0.258065        1                    Japan  0.376344  1.086022        1.415451   0.064516      93        832   2.569892       0.935484       0.730887    0.021505  0.107527         1         4  0.139785                 Colombia    0.172043    0.430108           0.911671      0.032258              4      2013        1.846154        0.250000       1.073045       0  1403650471672
89    731803     832   2.569892    0.935484    0.730887  0.021505  0.107527      1      4  0.139785        0                 Colombia  0.172043  0.430108        0.911671   0.032258      93       1266   4.182796       1.139785       0.784274    0.096774  0.193548         1         1  0.258065                    Japan    0.376344    1.086022           1.415451      0.064516              4      2013        0.541667        4.000000       0.931928       3  1403650465466
90    731805     837   3.031579    1.115789    0.729114  0.031579  0.200000      2      1  0.147368        0                  Uruguay  0.168421  0.526316        1.508605   0.042105      95        119   4.357895       0.968421       0.816568    0.031579  0.200000         3         0  0.094737                    Italy    0.126316    0.431579           0.000000      0.000000              4      2013        1.555556        1.000000       0.892900       3  1403636240648
91    731805     119   4.357895    0.968421    0.816568  0.031579  0.200000      3      0  0.094737        1                    Italy  0.126316  0.431579        0.000000   0.000000      95        837   3.031579       1.115789       0.729114    0.031579  0.200000         2         1  0.147368                  Uruguay    0.168421    0.526316           1.508605      0.042105              4      2013        0.642857        0.000000       1.119946       0  1403636239274
92    731806     838   3.387097    1.193548    0.737705  0.032258  0.172043      1      0  0.043011        1               Costa Rica  0.075269  0.215054        0.098956   0.010753      93        114   4.559140       1.150538       0.796992    0.075269  0.193548         2         0  0.086022                  England    0.150538    0.397849           0.154357      0.010753              4      2013        0.500000        0.000000       0.925611       1  1403635992149
93    731806     114   4.559140    1.150538    0.796992  0.075269  0.193548      2      0  0.086022        0                  England  0.150538  0.397849        0.154357   0.010753      93        838   3.387097       1.193548       0.737705    0.032258  0.172043         1         0  0.043011               Costa Rica    0.075269    0.215054           0.098956      0.010753              4      2013        2.000000        0.000000       1.080368       1  1403635988464
94    731799     494   3.010638    0.872340    0.773224  0.063830  0.202128      3      1  0.127660        1                 Cameroon  0.095745  0.361702        0.798633   0.010638      94        614   3.765957       0.851064       0.813793    0.074468  0.148936         0         4  0.202128                   Brazil    0.276596    0.531915           2.873597      0.095745              4      2013        0.631579        0.250000       0.950148       0  1403564130649
